LAMMPS data file via write_data, version 16 Mar 2018, timestep = 0

499 atoms
1 atom types

3.2842038077621153e-03 1.8071715796192262e+01 xlo xhi
3.2842038077621153e-03 1.8071715796192262e+01 ylo yhi
3.2842038077621153e-03 1.8071715796192262e+01 zlo zhi

Masses

1 63.55

Atoms # atomic

271 1 3.4981103481091957e+00 7.1258536218777193e+00 9.9670729442368766e-03 0 0 0
15 1 1.2649086616145754e+01 3.5564605243934011e-03 1.8060211107275528e+00 0 0 0
159 1 5.4231200337451151e+00 7.2291030931774740e+00 9.0358869264389288e+00 0 0 0
4 1 6.6485135028031550e-03 1.8123276011573133e+00 1.8083828869258363e+00 0 0 0
137 1 1.4456179413530156e+01 9.0373207921871117e+00 9.0372264544668539e+00 0 0 0
6 1 5.4181892211474407e+00 1.8163329411924973e+00 3.7193929507145537e-03 0 0 0
157 1 1.4457949444205273e+01 5.4221726032546647e+00 9.0358080252497892e+00 0 0 0
8 1 3.6176133205205296e+00 1.8143835940125654e+00 1.8077950304271231e+00 0 0 0
156 1 1.6263072366347469e+01 3.6155577776798813e+00 9.0357608937380061e+00 0 0 0
10 1 9.0309908943745842e+00 1.8145289416115760e+00 3.5985159277538824e-03 0 0 0
129 1 1.6261587537608815e+01 9.0371287345181877e+00 7.2310860272818260e+00 0 0 0
12 1 7.2244758677808729e+00 1.8151389857237912e+00 1.8081958594122913e+00 0 0 0
132 1 1.2654417416105595e+01 7.2295076701830636e+00 9.0358827057865820e+00 0 0 0
14 1 1.2648618960492733e+01 1.8163314182486763e+00 3.7434612253205010e-03 0 0 0
155 1 1.0848452301533614e+01 5.4212190569740013e+00 9.0367496613614620e+00 0 0 0
16 1 1.0840647809888431e+01 1.8155178522841826e+00 1.8059270954088071e+00 0 0 0
131 1 9.0419309898099325e+00 7.2287368334579885e+00 9.0369175236414154e+00 0 0 0
128 1 1.2655068295237184e+01 9.0374225524628731e+00 7.2243628478477744e+00 0 0 0
154 1 1.2653124938760623e+01 3.6150760461485669e+00 9.0366015917549305e+00 0 0 0
20 1 1.4457552485672840e+01 1.8123627702921719e+00 1.8066990367264313e+00 0 0 0
59 1 7.2278398148600118e+00 3.8506092226135991e-03 3.6137047813718635e+00 0 0 0
22 1 1.8012090233388078e+00 5.4287523867716443e+00 9.0493219038752636e-03 0 0 0
23 1 1.8167530034688377e+00 3.6229335487380085e+00 1.8102447671580628e+00 0 0 0
24 1 1.0264999098211302e-02 5.4210815087236481e+00 1.8102307485108142e+00 0 0 0
25 1 3.6152868290945239e+00 3.6407439802769739e+00 4.9124410369257455e-03 0 0 0
26 1 5.4030241648829964e+00 5.4512422078386864e+00 5.1397251522600851e-03 0 0 0
27 1 5.4161396503023456e+00 3.6302708760156439e+00 1.8084496234450178e+00 0 0 0
28 1 3.6179119086640981e+00 5.4602662309426009e+00 1.8008153538732732e+00 0 0 0
29 1 7.2190477725562960e+00 3.6263480986946908e+00 3.7390412208767065e-03 0 0 0
63 1 1.0842888404657614e+01 3.4942037200060838e-03 3.6108135511808594e+00 0 0 0
31 1 9.0285636276297918e+00 3.6255297432819384e+00 1.8049984268326693e+00 0 0 0
32 1 7.2183192349648557e+00 5.4369382171845375e+00 1.8057839909795455e+00 0 0 0
33 1 1.0834237056750341e+01 3.6290042063236800e+00 3.7389651711063252e-03 0 0 0
34 1 1.2651688189238765e+01 5.4293829537487923e+00 4.8794529315078616e-03 0 0 0
35 1 1.2650454929071428e+01 3.6252283115992268e+00 1.8065024778146599e+00 0 0 0
36 1 1.0833213551542567e+01 5.4312689041761804e+00 1.8054786123564464e+00 0 0 0
37 1 1.4462084868945910e+01 3.6243072937188261e+00 4.9626271419995751e-03 0 0 0
38 1 1.6276476180872983e+01 5.4365422751486756e+00 9.2100854426189292e-03 0 0 0
39 1 1.6267269641613229e+01 3.6194300365959222e+00 1.8083973271547191e+00 0 0 0
40 1 1.4467856237741779e+01 5.4352028482181991e+00 1.8083232659517521e+00 0 0 0
41 1 2.3900390154883096e-02 7.2583484142458472e+00 2.8906625387525878e-02 0 0 0
42 1 1.8202527037818557e+00 7.2628878281872700e+00 1.8005826132005764e+00 0 0 0
43 1 3.9736552302449888e+00 7.5921850210208568e+00 4.4567165458641632e-03 0 0 0
44 1 5.4341784562951680e+00 7.2438286739044617e+00 1.8568299327806006e+00 0 0 0
45 1 7.1388312192713466e+00 7.2823571172510855e+00 3.2992962028245698e-03 0 0 0
46 1 9.0140873364101495e+00 7.2395606368978047e+00 1.8004765703930428e+00 0 0 0
55 1 3.6168517588532754e+00 3.6290447978473139e-03 3.6146186671318339e+00 0 0 0
48 1 1.2647522738975162e+01 7.2307458408029106e+00 1.8094855180592364e+00 0 0 0
49 1 1.4464196900245522e+01 7.2361802678290816e+00 8.6129872677306752e-03 0 0 0
50 1 1.6289082468772015e+01 7.2535829859089818e+00 1.8079593466856172e+00 0 0 0
153 1 7.2322457900616248e+00 5.4200760442286935e+00 9.0367441871646719e+00 0 0 0
52 1 1.8117312762969571e+00 1.8115817807512502e+00 3.6145050814938564e+00 0 0 0
152 1 9.0403232414688652e+00 3.6132589545144200e+00 9.0371013614166191e+00 0 0 0
54 1 1.8071219119717707e+01 1.8095365139236184e+00 5.4194439936510550e+00 -1 0 0
151 1 3.6139824824520246e+00 5.4206608360045516e+00 9.0358086704737985e+00 0 0 0
56 1 5.4208745511604013e+00 1.8148458765947135e+00 3.6144506030061039e+00 0 0 0
125 1 1.4459517200068611e+01 7.2308083940348018e+00 7.2244336851596662e+00 0 0 0
58 1 3.6149393544709931e+00 1.8120767170640950e+00 5.4208228346714096e+00 0 0 0
124 1 1.0848922999383479e+01 7.2297274228246398e+00 7.2299009495744935e+00 0 0 0
60 1 9.0347376356507869e+00 1.8131780218194766e+00 3.6117896903397129e+00 0 0 0
150 1 5.4226839881989228e+00 3.6126214942559334e+00 9.0365874085672964e+00 0 0 0
62 1 7.2295917111765613e+00 1.8107647142215304e+00 5.4206703899976558e+00 0 0 0
149 1 1.8067440557346458e+01 5.4207387119421204e+00 9.0372724941800069e+00 -1 0 0
64 1 1.2650386522313630e+01 1.8130350352614861e+00 3.6104678253936893e+00 0 0 0
148 1 1.8061588985015975e+00 3.6140397385563365e+00 9.0357368895556700e+00 0 0 0
66 1 1.0844584651231020e+01 1.8106368123051508e+00 5.4179801600275468e+00 0 0 0
147 1 1.4458207470641373e+01 1.8090532694224266e+00 9.0366735903988697e+00 0 0 0
68 1 1.6265527711658287e+01 1.8104728245086177e+00 3.6121244948218005e+00 0 0 0
145 1 1.0846693306655210e+01 1.8081110318541800e+00 9.0371259890930755e+00 0 0 0
70 1 1.4458331263814461e+01 1.8112188857214071e+00 5.4171977888590188e+00 0 0 0
71 1 5.7316026117959495e-03 3.6183181881991477e+00 3.6142198753387458e+00 0 0 0
72 1 1.8095874052987477e+00 5.4361647332742278e+00 3.6085122502419353e+00 0 0 0
73 1 1.8077992832905190e+00 3.6208995804386412e+00 5.4192791009277306e+00 0 0 0
74 1 3.7727408249921268e-03 5.4337842255526914e+00 5.4116824654124818e+00 0 0 0
75 1 3.6146660987567438e+00 3.6263306988463189e+00 3.6133763704144961e+00 0 0 0
76 1 5.4208350539719188e+00 5.4257934870429390e+00 3.6246754115667312e+00 0 0 0
77 1 5.4213454811880277e+00 3.6170399853490363e+00 5.4250269608890420e+00 0 0 0
78 1 3.6115527992662959e+00 5.4260497220012409e+00 5.4259858810934709e+00 0 0 0
79 1 7.2269717387787731e+00 3.6217619858320065e+00 3.6142487285025093e+00 0 0 0
80 1 9.0320451064712728e+00 5.4271671085736068e+00 3.6138139081697225e+00 0 0 0
81 1 9.0374273353779522e+00 3.6170674462140164e+00 5.4210266470776176e+00 0 0 0
82 1 7.2311711401390735e+00 5.4219598595041703e+00 5.4286195015123786e+00 0 0 0
83 1 1.0841443931768126e+01 3.6211351589148424e+00 3.6109245252090871e+00 0 0 0
84 1 1.2650309558128123e+01 5.4282987482428373e+00 3.6109666367789477e+00 0 0 0
85 1 1.2651972681355547e+01 3.6186483495005968e+00 5.4173307333677823e+00 0 0 0
86 1 1.0844407791361283e+01 5.4240842565303629e+00 5.4200601266028565e+00 0 0 0
87 1 1.4459951560182027e+01 3.6220963921985079e+00 3.6107100006911828e+00 0 0 0
88 1 1.6272439538400096e+01 5.4333484941290120e+00 3.6086553002285555e+00 0 0 0
89 1 1.6266104045663994e+01 3.6202915158220246e+00 5.4165576337890062e+00 0 0 0
90 1 1.4460731968694072e+01 5.4273820458692024e+00 5.4157924220707683e+00 0 0 0
91 1 1.0082376868272291e-02 7.2555098222588086e+00 3.5895028032695553e+00 0 0 0
92 1 1.8030808675341088e+00 7.2347346274263007e+00 5.4220459330579569e+00 0 0 0
93 1 3.6113596851611334e+00 7.2356902953359006e+00 3.6198378147308987e+00 0 0 0
94 1 5.4213953320396593e+00 7.2285582373879738e+00 5.4322716610468307e+00 0 0 0
95 1 7.2360456573630962e+00 7.2337859183191204e+00 3.6329409128042673e+00 0 0 0
96 1 9.0405044992090655e+00 7.2303430768351165e+00 5.4291679606592975e+00 0 0 0
97 1 1.0834960948170471e+01 7.2320185603433949e+00 3.6121338453006473e+00 0 0 0
98 1 1.2651657718102305e+01 7.2316420538057526e+00 5.4171953027702466e+00 0 0 0
99 1 1.4464827297657546e+01 7.2358578117455066e+00 3.6095642478647543e+00 0 0 0
100 1 1.6271247080433167e+01 7.2353587965959543e+00 5.4139018619612544e+00 0 0 0
143 1 7.2314487053814727e+00 1.8066112600234363e+00 9.0371411275549054e+00 0 0 0
102 1 1.8072481306645098e+00 1.8093873165632959e+00 7.2272045048957763e+00 0 0 0
123 1 7.2322628843229531e+00 7.2286589487823685e+00 7.2342805158114816e+00 0 0 0
104 1 5.4223778581895576e+00 1.8077588385547090e+00 7.2293018461894887e+00 0 0 0
141 1 3.6141361805106693e+00 1.8068679922452600e+00 9.0366626627941127e+00 0 0 0
106 1 9.0389964105498724e+00 1.8082237243457269e+00 7.2279279958393170e+00 0 0 0
13 1 1.0841069732972139e+01 3.9943093439696042e-03 3.5782013207256744e-03 0 0 0
108 1 1.2652540239561489e+01 1.8094313379329205e+00 7.2263112550702209e+00 0 0 0
139 1 1.8068919264196044e+01 1.8090919198143900e+00 9.0359969567837126e+00 -1 0 0
110 1 1.6263895934234153e+01 1.8100970438815998e+00 7.2260211934617296e+00 0 0 0
